"user_id","device_id","start_time","end_time","upload_time","qm_version","android_version","tx_data_gsm_sum","tx_data_umts_sum","tx_data_lte_sum","tx_data_cdma_sum","tx_data_evdo_sum","tx_data_cell_total_sum","tx_data_wifi_sum","tx_data_total_sum","tx_voice_gsm_sum","tx_voice_umts_sum","tx_voice_lte_sum","tx_voice_cdma_sum","tx_voice_evdo_sum","tx_voice_total_sum","tx_total_sum","tx_data_gsm_sec","tx_data_umts_sec","tx_data_lte_sec","tx_data_cdma_sec","tx_data_evdo_sec","tx_data_cell_total_sec","tx_data_wifi_sec","tx_data_total_sec","tx_voice_gsm_sec","tx_voice_umts_sec","tx_voice_lte_sec","tx_voice_cdma_sec","tx_voice_evdo_sec","tx_voice_total_sec","tx_total_sec","rx_data_gsm_sum","rx_data_umts_sum","rx_data_lte_sum","rx_data_cdma_sum","rx_data_evdo_sum","rx_data_cell_total_sum","rx_data_wifi_sum","rx_total_sum","rx_data_gsm_sec","rx_data_umts_sec","rx_data_lte_sec","rx_data_cdma_sec","rx_data_evdo_sec","rx_data_cell_total_sec","rx_data_wifi_sec","rx_total_sec","sar_data_gsm_sum","sar_data_umts_sum","sar_data_lte_sum","sar_data_cdma_sum","sar_data_evdo_sum","sar_data_cell_total_sum","sar_data_wifi_sum","sar_data_total_sum","sar_voice_gsm_sum","sar_voice_umts_sum","sar_voice_lte_sum","sar_voice_cdma_sum","sar_voice_evdo_sum","sar_voice_total_sum","sar_total_sum","sar_ooc_eu_sec","sar_ooc_fcc_sec","gps_latitude","gps_longitude","_id","__v"
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:00:01.098Z","2018-06-11T11:01:00.000Z","2018-06-27T22:06:45.547Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f08",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:01:33.292Z","2018-06-11T11:02:00.000Z","2018-06-27T22:06:45.548Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f09",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:02:26.280Z","2018-06-11T11:03:00.000Z","2018-06-27T22:06:45.549Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f0a",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:03:03.921Z","2018-06-11T11:04:00.000Z","2018-06-27T22:06:45.550Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f0b",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:04:00.473Z","2018-06-11T11:05:00.000Z","2018-06-27T22:06:45.550Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f0c",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:05:39.332Z","2018-06-11T11:06:00.000Z","2018-06-27T22:06:45.551Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.231922019778668,0,0,0,0,0,0,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f0d",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:06:04.024Z","2018-06-11T11:07:00.000Z","2018-06-27T22:06:45.552Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6454838763772637,761.0991120570503,0,0,0,0,0,0,52,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f0e",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:07:00.523Z","2018-06-11T11:08:00.000Z","2018-06-27T22:06:45.554Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5898184416486444,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f0f",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:08:00.168Z","2018-06-11T11:09:00.000Z","2018-06-27T22:06:45.555Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718112827754342,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f10",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:09:00.206Z","2018-06-11T11:10:00.000Z","2018-06-27T22:06:45.555Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7789832157147735,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f11",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:10:00.248Z","2018-06-11T11:11:00.000Z","2018-06-27T22:06:45.556Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1445833469625388,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f12",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:11:00.741Z","2018-06-11T11:12:00.000Z","2018-06-27T22:06:45.557Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5145143142894086,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f13",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:12:00.383Z","2018-06-11T11:13:00.000Z","2018-06-27T22:06:45.558Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7266044601221342,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f14",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:13:00.421Z","2018-06-11T11:14:00.000Z","2018-06-27T22:06:45.559Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6702163296464404,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f15",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:14:00.450Z","2018-06-11T11:15:00.000Z","2018-06-27T22:06:45.560Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7869640075397403,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f16",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:15:00.488Z","2018-06-11T11:16:00.000Z","2018-06-27T22:06:45.561Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9673903756918442,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f17",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:16:00.482Z","2018-06-11T11:17:00.000Z","2018-06-27T22:06:45.562Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9138645971346654,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f18",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:17:00.224Z","2018-06-11T11:18:00.000Z","2018-06-27T22:06:45.563Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.119016607823611,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f19",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:18:00.600Z","2018-06-11T11:19:00.000Z","2018-06-27T22:06:45.564Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0838268740122685,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f1a",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:19:00.654Z","2018-06-11T11:20:00.000Z","2018-06-27T22:06:45.565Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6802575320727047,1525.2761541544553,0,0,0,0,0,0,57,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f1b",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:20:00.749Z","2018-06-11T11:21:00.000Z","2018-06-27T22:06:45.566Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2273161815666367,344.08114615697474,0,0,0,0,0,0,60,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f1c",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:21:00.380Z","2018-06-11T11:22:00.000Z","2018-06-27T22:06:45.567Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8533307059559998,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f1d",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:22:00.093Z","2018-06-11T11:23:00.000Z","2018-06-27T22:06:45.568Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7647501617249867,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f1e",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:23:00.573Z","2018-06-11T11:24:00.000Z","2018-06-27T22:06:45.568Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8833710422243536,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f1f",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:24:00.124Z","2018-06-11T11:25:00.000Z","2018-06-27T22:06:45.569Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f20",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:25:00.630Z","2018-06-11T11:26:00.000Z","2018-06-27T22:06:45.570Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8278716927913612,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f21",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:26:00.211Z","2018-06-11T11:27:00.000Z","2018-06-27T22:06:45.571Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.303477286781108,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f22",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:27:00.248Z","2018-06-11T11:28:00.000Z","2018-06-27T22:06:45.572Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f23",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:28:00.731Z","2018-06-11T11:29:00.000Z","2018-06-27T22:06:45.573Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f24",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:29:00.254Z","2018-06-11T11:30:00.000Z","2018-06-27T22:06:45.577Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f25",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:30:00.782Z","2018-06-11T11:31:00.000Z","2018-06-27T22:06:45.578Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9034437776051822,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f26",0
"5b33e77107dbc93d06a2d078","e8a3301f76f2722c","2018-06-11T11:31:00.112Z","2018-06-11T11:32:00.000Z","2018-06-27T22:06:45.579Z","1.0.39 research","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5743594427501603,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00572144,34.83810464,"5b340a7507dbc93d06a30f27",0
