"user_id","device_id","start_time","end_time","upload_time","qm_version","android_version","tx_data_gsm_sum","tx_data_umts_sum","tx_data_lte_sum","tx_data_cdma_sum","tx_data_evdo_sum","tx_data_cell_total_sum","tx_data_wifi_sum","tx_data_total_sum","tx_voice_gsm_sum","tx_voice_umts_sum","tx_voice_lte_sum","tx_voice_cdma_sum","tx_voice_evdo_sum","tx_voice_total_sum","tx_total_sum","tx_data_gsm_sec","tx_data_umts_sec","tx_data_lte_sec","tx_data_cdma_sec","tx_data_evdo_sec","tx_data_cell_total_sec","tx_data_wifi_sec","tx_data_total_sec","tx_voice_gsm_sec","tx_voice_umts_sec","tx_voice_lte_sec","tx_voice_cdma_sec","tx_voice_evdo_sec","tx_voice_total_sec","tx_total_sec","rx_data_gsm_sum","rx_data_umts_sum","rx_data_lte_sum","rx_data_cdma_sum","rx_data_evdo_sum","rx_data_cell_total_sum","rx_data_wifi_sum","rx_total_sum","rx_data_gsm_sec","rx_data_umts_sec","rx_data_lte_sec","rx_data_cdma_sec","rx_data_evdo_sec","rx_data_cell_total_sec","rx_data_wifi_sec","rx_total_sec","sar_data_gsm_sum","sar_data_umts_sum","sar_data_lte_sum","sar_data_cdma_sum","sar_data_evdo_sum","sar_data_cell_total_sum","sar_data_wifi_sum","sar_data_total_sum","sar_voice_gsm_sum","sar_voice_umts_sum","sar_voice_lte_sum","sar_voice_cdma_sum","sar_voice_evdo_sum","sar_voice_total_sum","sar_total_sum","sar_ooc_eu_sec","sar_ooc_fcc_sec","gps_latitude","gps_longitude","_id","__v"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-05-08T12:22:08.190Z","2018-05-08T13:00:00.000Z","2018-06-28T04:39:18.136Z","1.0.38 research","23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.951919007714832,0,0,0,0,0,0,0,2271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5b34667607dbc93d06a32946",0
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-05-08T13:00:00.783Z","2018-05-08T13:05:20.446Z","2018-06-28T04:39:18.138Z","1.0.38 research","23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04829790718067739,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5b34667607dbc93d06a32947",0
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-05-16T13:38:13.933Z","2018-05-16T14:00:00.000Z","2018-06-28T04:39:18.139Z","1.0.38 research","23",0,0,0,0,0,25824064.041106816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.728354917586298,137.05731456863418,0,0,0,0,0,0,226,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5b34667607dbc93d06a32948",0
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T00:43:17.628Z","2018-06-28T01:00:00.000Z","2018-06-28T04:39:18.140Z","1.0.38 research","23",0,0,0,0,0,0,1275596.8169761272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003401088960508796,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5b34667607dbc93d06a32949",0
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T01:00:00.117Z","2018-06-28T02:00:00.000Z","2018-06-28T04:39:18.142Z","1.0.38 research","23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5b34667607dbc93d06a3294a",0
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T02:03:00.273Z","2018-06-28T03:00:00.000Z","2018-06-28T04:39:18.143Z","1.0.38 research","23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5b34667607dbc93d06a3294b",0
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T03:00:05.291Z","2018-06-28T04:00:00.000Z","2018-06-28T04:39:18.144Z","1.0.38 research","23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7083967207266529,0,0,0,0,0,0,0,8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5b34667607dbc93d06a3294c",0
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T04:00:00.766Z","2018-06-28T05:00:00.000Z","2018-06-28T07:32:09.955Z","1.0.38 research","23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5b348ef907dbc93d06a32c24",0
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T05:02:28.891Z","2018-06-28T06:00:00.000Z","2018-06-28T07:32:09.962Z","1.0.38 research","23",0,0,0,0,0,0,3630238.7267904514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,13.453112464534714,0,0,0,0,0,0,0,10454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5b348ef907dbc93d06a32c25",0
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T06:00:00.985Z","2018-06-28T07:00:00.000Z","2018-06-28T07:32:09.964Z","1.0.38 research","23",0,0,0,0,0,5572236.819310259,6205305.039787798,0,0,0,0,0,0,0,0,0,0,0,0,0,39,23,0,0,0,0,0,0,0,0,0,0,0,0,0,26.515193277590217,0,0,0,0,0,0,0,3770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5b348ef907dbc93d06a32c26",0
